id_client,Surname,Pays,Sexe,Age,Score_Credit,Avoirs,Revenus_annuels,Carte_Platine,Nb_Contrats_Vie,Client_Patrimonial,Anciennete,Resiliation
4329,Isaacs,France,Male,54.0,714.0,262226.56,"235554,76",1.0,1.0,0.0,22.0,0
17506,Tung,Spain,Female,29.0,850.0,10000.0,"56474,5",1.0,2.0,0.0,22.0,0
12906,King,France,Female,36.0,752.0,10000.0,"379733,72",1.0,,0.0,22.0,0
13595,Chu,Germany,Female,21.0,742.0,238584.96,"73040,8",1.0,1.0,0.0,4.0,0
804,Walker,Germany,Male,37.0,631.0,273038.98,"113504,36",1.0,2.0,1.0,28.0,0
9235,Hao,France,Male,40.0,756.0,199546.22,"238559,26",1.0,1.0,,4.0,0
11456,Wei,Spain,Female,27.0,657.0,10000.0,"22936,48",0.0,2.0,0.0,25.0,0
13081,Nicholson,Spain,Male,36.0,735.0,10000.0,"220304,34",1.0,2.0,0.0,16.0,0
8624,Bogolyubov,France,Female,45.0,704.0,10000.0,"285478,9",1.0,1.0,1.0,19.0,0
32581,Enemuo,France,Male,33.0,713.0,199196.96,"405039,32",0.0,1.0,0.0,19.0,1
25123,Akhtar,France,Male,30.0,682.0,,nan,1.0,2.0,1.0,28.0,0
23938,Ts'ui,France,Male,45.0,663.0,176390.24,"107364,2",1.0,1.0,1.0,16.0,0
8170,Palermo,Spain,Female,,657.0,337214.36,"98407,1",0.0,1.0,1.0,1.0,0
16927,Goddard,France,Female,31.0,776.0,10000.0,"195295,88",1.0,2.0,0.0,16.0,0
27907,Ifesinachi,Germany,Female,59.0,666.0,315229.02,"387564,6",1.0,,1.0,25.0,0
21576,Hsu,France,Female,,596.0,183092.58,"273537,96",0.0,1.0,1.0,31.0,0
20402,Mancini,Germany,Male,27.0,501.0,200663.66,"274209,52",1.0,2.0,0.0,,0
23591,Longo,France,Female,41.0,552.0,258698.68,"281270,5",1.0,,0.0,28.0,0
29513,Kwemtochukwu,Germany,Male,32.0,850.0,285428.5,"328807,36",0.0,1.0,1.0,10.0,0
2810,Yin,Spain,Female,40.0,784.0,10000.0,"227782,6",1.0,2.0,0.0,25.0,0
14710,Azuka,France,Male,36.0,593.0,150362.96,"171216,24",1.0,2.0,0.0,7.0,0
15118,Chinomso,Spain,Male,39.0,622.0,10000.0,"211724,72",0.0,2.0,1.0,28.0,0
2506,Yermolayev,France,Female,42.0,,174457.34,"152719,56",1.0,2.0,0.0,4.0,0
13114,Bergamaschi,France,Female,35.0,554.0,159977.18,nan,0.0,2.0,1.0,31.0,0
1524,Ajuluchukwu,Germany,Male,41.0,704.0,134156.41999999998,"268101,34",1.0,2.0,0.0,28.0,0
24926,Miller,France,Male,27.0,611.0,10000.0,"324948,2",1.0,2.0,1.0,22.0,0
17642,Leonard,France,Female,27.0,610.0,10000.0,"39093,52",1.0,2.0,0.0,7.0,0
31056,Sergeyev,France,Male,34.0,806.0,237917.1,"74251,95999999999",0.0,1.0,1.0,16.0,0
6190,Jeffrey,Spain,Male,33.0,555.0,122169.38,"367596,26",0.0,2.0,0.0,4.0,0
13361,Tu,France,Female,34.0,732.0,254676.86,"385971,7",1.0,2.0,0.0,25.0,0
24346,Cremonesi,France,Male,19.0,731.0,10000.0,"313163,58",1.0,2.0,1.0,19.0,0
33214,Lawson,Germany,Female,47.0,652.0,263195.78,"87597,58",1.0,2.0,1.0,1.0,1
23125,Smith,France,Male,71.0,592.0,,"44027,08",0.0,2.0,1.0,13.0,0
17159,Moss,France,Male,40.0,689.0,330544.54,"109312,48",1.0,1.0,,25.0,0
6001,Barbour,Germany,Female,35.0,624.0,370606.48,"337175,8",1.0,2.0,0.0,1.0,0
19571,Lu,Spain,Female,27.0,600.0,10000.0,"354062,44",1.0,2.0,1.0,19.0,0
8377,Allingham,,Male,43.0,670.0,205584.42,"250451,24",0.0,1.0,0.0,4.0,0
2485,Walton,France,Male,29.0,546.0,10000.0,"199647,9",1.0,1.0,1.0,16.0,0
29933,Costa,France,Female,33.0,571.0,214034.5,"267200,98",0.0,2.0,0.0,28.0,0
13204,De Luca,Germany,Male,44.0,435.0,313479.3,"344923,0",,1.0,0.0,10.0,0
27394,T'ien,France,Female,46.0,678.0,10000.0,"174212,38",0.0,2.0,0.0,,0
33231,Hamilton,Germany,Male,37.0,661.0,229816.12,"240075,34",1.0,2.0,0.0,22.0,1
24795,Fan,France,Male,40.0,664.0,261217.44,"254146,96",1.0,1.0,0.0,22.0,0
10779,Hao,France,Male,40.0,756.0,199546.22,"238559,26",1.0,1.0,,4.0,0
16729,Trevisani,Spain,Female,33.0,764.0,347929.54,"247965,02",0.0,1.0,1.0,28.0,0
20877,Andrejew,France,,38.0,521.0,10000.0,"112908,12",1.0,2.0,0.0,19.0,0
31007,Norman,France,Male,41.0,515.0,10000.0,"380108,28",1.0,2.0,1.0,25.0,0
17689,Vincent,France,Male,34.0,651.0,10000.0,"221199,3",1.0,2.0,1.0,10.0,0
23964,Hou,France,Male,32.0,600.0,10000.0,"213972,32",1.0,1.0,1.0,4.0,0
15133,Ifeatu,Spain,Male,33.0,834.0,10000.0,"142570,36",1.0,,0.0,16.0,0
29906,Tsao,Germany,Male,44.0,540.0,338226.08,"34241,58",1.0,2.0,1.0,10.0,0
27454,Cameron,France,Male,39.0,850.0,265542.7,"313477,08",0.0,,1.0,13.0,0
25865,Udinese,France,Female,,843.0,10000.0,"144988,46",1.0,2.0,,,0
30463,Chieloka,Spain,Female,34.0,751.0,264190.28,"10959,08",0.0,2.0,0.0,25.0,0
1028,Gether,Spain,Male,,837.0,219357.24,"111945,2",0.0,1.0,1.0,28.0,0
9519,Mancini,France,Female,29.0,712.0,290341.22,nan,1.0,1.0,1.0,25.0,0
33846,Stewart,France,Female,51.0,708.0,151508.36,"195840,08",1.0,1.0,1.0,25.0,1
31739,Browne,Spain,Female,27.0,754.0,10000.0,"253642,32",0.0,2.0,0.0,25.0,0
10098,Obiuto,Spain,Male,31.0,794.0,299760.68,"361286,88",0.0,2.0,,1.0,0
9360,Cartwright,France,,32.0,589.0,10000.0,"28937,28",0.0,2.0,1.0,7.0,0
23607,Lawrence,Spain,Female,33.0,642.0,10000.0,"310950,28",1.0,2.0,1.0,28.0,0
3672,Longo,Germany,Male,43.0,711.0,88086.58,"360847,38",1.0,,1.0,7.0,0
25772,Hsing,Spain,Male,26.0,597.0,10000.0,"200318,26",0.0,2.0,1.0,16.0,0
3399,Warner,Spain,Male,33.0,624.0,10000.0,"163103,4",0.0,2.0,0.0,19.0,0
20894,Li Fonti,France,Female,34.0,500.0,10000.0,"35667,92",1.0,2.0,0.0,13.0,0
6075,H?,France,Male,24.0,554.0,10000.0,"194361,24",0.0,1.0,0.0,31.0,0
10528,Hsu,Germany,Female,44.0,850.0,267210.64,"352192,4",0.0,1.0,1.0,16.0,0
32525,Woronoff,Germany,Female,45.0,652.0,231654.98,"316767,08",1.0,1.0,1.0,28.0,1
9752,Ch'ang,France,Female,26.0,641.0,193095.68,nan,0.0,2.0,1.0,13.0,0
15291,Schnaars,Spain,Male,46.0,770.0,391356.04,"39450,72",1.0,1.0,1.0,28.0,0
22136,Eddy,France,,54.0,617.0,214283.8,"100650,52",1.0,1.0,1.0,19.0,0
8082,She,France,Female,41.0,508.0,10000.0,"198341,68",1.0,2.0,1.0,16.0,0
8534,Mayrhofer,Germany,Male,71.0,434.0,248993.74,"261697,76",1.0,1.0,0.0,28.0,0
1339,Chioke,France,,38.0,,294526.9,"77460,86",0.0,1.0,1.0,19.0,0
14466,Bianchi,Germany,Male,40.0,672.0,188051.76,"387784,38",1.0,2.0,0.0,13.0,0
12343,Golibe,Spain,Male,38.0,619.0,202286.94,"207989,84",0.0,1.0,0.0,10.0,0
7588,Thompson,Spain,Male,23.0,685.0,339804.86,"292304,56",0.0,1.0,0.0,16.0,0
29259,Paterson,France,Male,38.0,587.0,10000.0,"104828,3",1.0,2.0,0.0,1.0,0
15876,Payton,Spain,Female,28.0,624.0,10000.0,"218706,52",0.0,2.0,1.0,7.0,0
17656,Ramirez,France,Male,28.0,717.0,266413.58,"118544,24",1.0,,1.0,13.0,0
26989,Chu,Germany,Female,55.0,499.0,263635.3,"256539,42",,2.0,0.0,13.0,0
26281,Cavenagh,,Male,39.0,729.0,252809.28,"329236,34",1.0,1.0,1.0,13.0,0
31689,Bidwill,Germany,Male,43.0,504.0,279480.38,nan,1.0,2.0,0.0,16.0,0
6215,Ignatiev,Germany,Female,36.0,646.0,299546.58,"116434,6",1.0,2.0,0.0,19.0,0
20186,Ermakova,Germany,Male,23.0,678.0,241127.42,"193267,06",1.0,1.0,1.0,31.0,0
8550,Maclean,France,Male,45.0,,10000.0,"260220,04",0.0,1.0,0.0,25.0,0
7903,Onyemachukwu,France,Male,43.0,551.0,10000.0,"366787,36",1.0,2.0,0.0,22.0,0
11177,Lombardi,Germany,Male,31.0,696.0,311209.04,"21133,2",0.0,1.0,0.0,10.0,0
17914,Zito,Germany,Male,24.0,786.0,250271.1,nan,1.0,2.0,1.0,7.0,0
2978,Long,France,Female,64.0,682.0,266613.4,"142081,66",0.0,1.0,,31.0,0
28764,Clements,Germany,Male,47.0,596.0,290374.2,"358622,6",1.0,2.0,1.0,16.0,0
32934,Yegorova,Germany,,39.0,764.0,286683.02,"110145,88",1.0,1.0,0.0,28.0,1
27104,Barnes,France,Male,37.0,703.0,221923.36,"158317,6",0.0,2.0,1.0,25.0,0
31772,Hung,Spain,Male,35.0,691.0,10000.0,"366076,34",0.0,2.0,1.0,19.0,0
25719,Norman,Germany,Male,43.0,505.0,283711.88,"352141,04",1.0,2.0,0.0,16.0,0
22531,Uwakwe,France,Female,,,10000.0,"388032,28",1.0,2.0,1.0,10.0,0
2342,Moran,France,Male,36.0,666.0,250330.8,"77403,0",1.0,2.0,0.0,13.0,0
11039,K'ung,Germany,Male,51.0,789.0,219354.18,"158530,76",1.0,1.0,0.0,10.0,0
14980,Galloway,Germany,Male,61.0,526.0,277690.56,"100361,6",1.0,2.0,1.0,19.0,0
23563,Herz,Germany,Male,35.0,629.0,234661.66,"192002,04",,1.0,1.0,25.0,0
3581,Butcher,,Male,38.0,827.0,10000.0,"216610,02",0.0,2.0,0.0,16.0,0
13118,Smith,France,,,682.0,307160.24,"80358,36",1.0,1.0,0.0,,0
22440,Izuchukwu,France,Male,24.0,809.0,229116.72,"377030,26",1.0,,0.0,22.0,0
10434,Kemp,France,Male,24.0,808.0,,"358214,08",1.0,1.0,0.0,13.0,0
22124,Chiemela,France,Female,51.0,,10000.0,"123816,82",1.0,2.0,1.0,4.0,0
5498,Rowley,France,Male,37.0,528.0,217544.9,"404223,98",1.0,1.0,0.0,19.0,0
4813,Nwachukwu,Germany,,38.0,565.0,327302.58,"368890,56",1.0,2.0,1.0,7.0,0
9901,T'ien,France,Male,,750.0,313064.8,"103110,3",1.0,1.0,1.0,16.0,0
28053,Onyemauchechukwu,,Female,31.0,695.0,222178.4,"209075,36",0.0,1.0,0.0,16.0,0
31869,Gant,Spain,Male,22.0,750.0,253363.64,"267286,7",1.0,1.0,0.0,10.0,1
14340,Armstrong,France,Male,36.0,850.0,10000.0,"91625,8",1.0,1.0,1.0,22.0,0
2424,Burdekin,,Female,39.0,554.0,330265.5,"75648,3",1.0,1.0,0.0,31.0,0
19243,Duncan,Germany,Male,26.0,688.0,302266.78,nan,1.0,1.0,1.0,25.0,0
4378,Dubinina,Spain,Female,37.0,706.0,10000.0,"231798,6",1.0,2.0,1.0,22.0,0
11397,Tseng,,Male,45.0,734.0,10000.0,"209186,56",1.0,2.0,0.0,7.0,0
29341,Tipton,Spain,Male,38.0,533.0,280578.66,"315912,66",0.0,2.0,1.0,4.0,0
25701,P'eng,France,Male,35.0,600.0,297489.54,"218153,02",1.0,2.0,0.0,13.0,0
32900,Ballard,Spain,Female,46.0,554.0,185206.7,"203858,48",0.0,3.0,1.0,,1
15729,Hill,France,Male,36.0,697.0,10000.0,"159520,64",1.0,2.0,1.0,22.0,0
26766,P'eng,Spain,Female,38.0,537.0,10000.0,"92467,94",0.0,2.0,1.0,4.0,0
22396,Kudryashova,France,Female,28.0,564.0,10000.0,"334856,1",1.0,1.0,1.0,4.0,0
5801,Sholes,France,Female,35.0,787.0,222533.6,"43214,3",1.0,1.0,1.0,4.0,0
28523,Lung,Germany,Female,43.0,597.0,248254.92,"121619,84",1.0,2.0,0.0,22.0,0
27503,Genovese,Spain,Male,40.0,830.0,10000.0,"173245,04",0.0,2.0,1.0,13.0,0
11337,Martin,Germany,Male,30.0,569.0,223258.98,"98229,76",0.0,1.0,1.0,,0
9257,Forbes,Germany,Female,74.0,697.0,226142.72,"42891,58",1.0,2.0,1.0,,0
28863,North,France,Male,41.0,698.0,191210.58,"38714,0",1.0,1.0,1.0,10.0,0
30073,Nnaife,France,Male,37.0,669.0,10000.0,"275080,66",1.0,1.0,0.0,13.0,0
2507,Peacock,Germany,Female,47.0,601.0,295604.04,nan,1.0,1.0,1.0,4.0,0
24019,Rogova,France,Male,92.0,753.0,,nan,0.0,1.0,1.0,10.0,0
5220,Fowler,Spain,Male,35.0,719.0,211659.88,"340017,94",1.0,1.0,1.0,4.0,0
6147,Hewitt,France,,44.0,535.0,238855.72,"282660,52",1.0,1.0,1.0,7.0,0
8685,Hanson,France,Male,35.0,663.0,10000.0,"401160,56",1.0,2.0,1.0,28.0,0
20991,Deleon,,Male,41.0,588.0,222233.12,"407533,22",1.0,2.0,0.0,19.0,0
17980,Johnstone,France,Male,31.0,850.0,10000.0,"367335,4",1.0,2.0,0.0,25.0,0
5178,Chung,Spain,Female,40.0,665.0,356865.1,"243533,58",0.0,1.0,1.0,4.0,0
17381,Birdseye,France,Female,42.0,703.0,10000.0,"155001,36",0.0,2.0,1.0,22.0,0
18004,Yu,France,Male,37.0,682.0,10000.0,nan,0.0,2.0,1.0,16.0,0
3525,Yermakova,France,Male,80.0,624.0,10000.0,"141602,88",1.0,1.0,1.0,10.0,0
28019,Manfrin,France,Male,29.0,549.0,10000.0,"302180,76",1.0,2.0,0.0,,0
30831,Moore,Spain,Male,32.0,,274375.46,"366662,72",1.0,2.0,1.0,4.0,0
27670,Iadanza,Spain,Female,32.0,670.0,10000.0,"102351,4",1.0,2.0,0.0,10.0,0
14907,Sanders,France,Female,33.0,761.0,286107.58,"307558,82",1.0,2.0,0.0,19.0,0
5248,Yefimova,France,Female,37.0,626.0,,"307379,3",1.0,2.0,0.0,7.0,0
29848,Ibeabuchi,Spain,Female,37.0,614.0,10000.0,"134046,2",1.0,2.0,1.0,28.0,0
8940,Frederickson,France,Female,30.0,,10000.0,"360050,54",0.0,1.0,1.0,19.0,0
771,Brady,Spain,Male,37.0,636.0,240274.52,"114968,02",1.0,1.0,0.0,4.0,0
20910,Gorshkov,Germany,Male,32.0,706.0,186696.86,"218363,56",1.0,2.0,1.0,16.0,0
8122,Lori,Spain,Male,34.0,639.0,309880.08,"323297,62",,2.0,0.0,22.0,0
14725,Olisaemeka,Germany,Male,29.0,550.0,300588.16,nan,1.0,2.0,0.0,28.0,0
21764,Cleveland,Germany,Male,37.0,,260978.8,"247141,06",1.0,1.0,0.0,19.0,0
13102,Buccho,France,Male,42.0,,279873.94,"280357,82",0.0,2.0,0.0,,0
30037,Spears,Germany,Female,38.0,,257897.7,"162106,14",1.0,1.0,0.0,28.0,0
2535,Uspensky,Germany,Male,25.0,522.0,,"347367,14",1.0,1.0,,4.0,0
4655,Black,France,Female,67.0,806.0,10000.0,"217891,16",0.0,2.0,1.0,4.0,0
13340,Greece,Spain,Male,35.0,613.0,257115.3,"351806,8",0.0,2.0,1.0,13.0,0
6294,Kovalyova,Spain,Male,33.0,714.0,254034.38,"335030,34",0.0,,0.0,25.0,0
27820,Knorr,Spain,Male,48.0,627.0,275519.6,"167798,44",1.0,1.0,0.0,,0
7935,Han,France,Female,,605.0,10000.0,"11381,68",0.0,1.0,1.0,19.0,0
2387,Hsing,Spain,Female,39.0,529.0,175532.86,"255850,88",1.0,1.0,1.0,7.0,0
32244,Barclay,Germany,Female,40.0,428.0,268496.22,"155752,86",1.0,2.0,0.0,10.0,1
30768,Gorman,France,Male,36.0,674.0,319051.4,"64937,44",0.0,1.0,1.0,7.0,0
23760,Clunie,France,Female,25.0,485.0,278934.52,"236532,18",1.0,1.0,1.0,10.0,0
101,Tsui,France,Male,38.0,683.0,,"215331,84",1.0,,,22.0,0
26828,Ndukaku,France,Male,35.0,746.0,354548.02,"54749,94",1.0,1.0,0.0,7.0,0
1467,Collier,Spain,Female,30.0,676.0,10000.0,"368133,16",0.0,2.0,0.0,16.0,0
32529,Bibi,France,Female,42.0,850.0,10000.0,"49265,28",1.0,1.0,0.0,25.0,1
11747,Stewart,Spain,Male,35.0,743.0,168776.66,"396721,38",,1.0,1.0,19.0,0
5456,Andrews,Spain,Male,24.0,497.0,10000.0,"162780,02",1.0,2.0,0.0,10.0,0
9768,Heller,Spain,Male,33.0,548.0,10000.0,"73456,7",1.0,1.0,1.0,19.0,0
24807,Morton,Spain,Female,48.0,726.0,209812.38,"138646,47999999998",1.0,1.0,0.0,19.0,0
32641,Wang,Germany,Female,51.0,772.0,297861.84,"103351,02",,1.0,1.0,28.0,1
92,Chin,France,Male,64.0,543.0,10000.0,nan,,2.0,1.0,13.0,0
18434,Townsend,Spain,,,624.0,,nan,1.0,2.0,1.0,16.0,0
26434,Ts'ui,Spain,Female,67.0,771.0,10000.0,"112439,6",1.0,2.0,1.0,25.0,0
19596,McDonald,France,Male,32.0,529.0,304987.78,"77312,7",1.0,1.0,0.0,28.0,0
11472,McGregor,France,Female,34.0,748.0,10000.0,"117168,06",1.0,2.0,0.0,25.0,0
1385,McGregor,Germany,Female,25.0,813.0,257232.86,nan,0.0,1.0,1.0,16.0,0
18475,Justice,France,Female,36.0,548.0,10000.0,"141993,8",1.0,1.0,0.0,10.0,0
17174,Chou,,Female,34.0,833.0,299503.62,"342945,62",0.0,1.0,0.0,10.0,0
30102,Kang,Spain,Male,43.0,577.0,10000.0,"308915,62",1.0,2.0,1.0,19.0,0
14495,Madukwe,,Male,39.0,646.0,318879.72,"353038,12",1.0,1.0,0.0,1.0,0
6131,Burns,Germany,Male,29.0,505.0,301083.12,"126039,9",1.0,2.0,1.0,10.0,0
10168,Campbell,France,Female,37.0,567.0,10000.0,"67381,8",,,1.0,22.0,0
20496,Sanderson,Germany,Male,41.0,553.0,230225.08,"173797,62",0.0,2.0,0.0,,0
16410,Lo Duca,France,Male,28.0,798.0,10000.0,"14610,54",1.0,2.0,0.0,10.0,0
2105,Onwuatuegwu,Germany,Male,,627.0,380534.9,nan,,2.0,1.0,1.0,0
24928,Evans,,Female,38.0,689.0,252042.1,"34364,3",1.0,1.0,,19.0,0
31379,Williams,France,Male,36.0,610.0,268880.6,"215276,7",1.0,2.0,0.0,13.0,0
1668,Hazon,Spain,Male,41.0,793.0,10000.0,"314307,48",,2.0,0.0,28.0,0
11724,Hancock,,Female,41.0,,292324.16,"111816,96",1.0,1.0,0.0,31.0,0
10129,Piccio,Germany,Male,35.0,553.0,,"97280,32",1.0,2.0,0.0,7.0,0
32278,Melton,France,Male,63.0,850.0,349665.14,"378214,52",,1.0,0.0,25.0,1
7375,Parkhill,France,Female,33.0,694.0,269463.28,"366247,72",1.0,2.0,0.0,13.0,0
29138,Garcia,Spain,,46.0,581.0,168770.42,"386985,64",0.0,2.0,,7.0,0
13686,Palmer,France,,22.0,719.0,238831.68,"364994,8",1.0,1.0,1.0,22.0,0
24410,Ndubuisi,France,Male,25.0,609.0,10000.0,"229790,32",0.0,1.0,1.0,31.0,0
863,Blesing,Germany,Male,27.0,695.0,261105.92,"220582,52",1.0,1.0,0.0,19.0,0
5561,Yen,France,Male,33.0,738.0,,"221635,26",1.0,1.0,,13.0,0
6924,Price,Spain,Female,25.0,685.0,267019.26,"253124,66",1.0,1.0,0.0,31.0,0
31300,Beede,France,Male,35.0,418.0,10000.0,"187756,3",1.0,2.0,1.0,22.0,0
22167,Nebechukwu,France,Male,37.0,670.0,,"118459,48",1.0,2.0,1.0,7.0,0
17975,Zuev,France,Male,39.0,730.0,243075.2,"301359,2",0.0,1.0,0.0,4.0,0
490,Nicholson,France,Female,40.0,583.0,121552.78,"63840,86",1.0,2.0,0.0,13.0,0
19131,Chin,France,Female,32.0,850.0,10000.0,"121187,6",1.0,2.0,1.0,25.0,0
23819,Graham,France,Male,36.0,468.0,133273.94,"225574,84",0.0,1.0,0.0,10.0,0
33181,Sung,Germany,Male,55.0,850.0,207421.78,"177234,34",1.0,1.0,1.0,1.0,1
9475,Cameron,Germany,Male,,744.0,390818.68,"286722,96",1.0,2.0,1.0,,0
11603,Kang,Spain,Female,35.0,555.0,10000.0,"213334,0",1.0,2.0,0.0,4.0,0
8123,Phillips,France,Male,28.0,667.0,341596.2,"304181,8",1.0,1.0,0.0,19.0,0
11298,Chin,France,Male,64.0,543.0,10000.0,nan,,2.0,1.0,13.0,0
11526,Atkinson,France,Male,22.0,620.0,,"75178,9",1.0,1.0,0.0,1.0,0
12175,Thompson,Germany,Male,42.0,586.0,263408.98,"93364,6",1.0,2.0,0.0,19.0,0
31123,Johnston,France,Male,40.0,571.0,10000.0,"155698,58",0.0,2.0,0.0,16.0,0
33172,Mai,Spain,Male,52.0,663.0,282597.3,"299186,6",1.0,1.0,0.0,1.0,1
749,Abazu,Spain,Male,32.0,584.0,181069.66,"348274,48",0.0,1.0,0.0,28.0,0
2913,Thomson,France,Male,33.0,597.0,10000.0,"108749,64",1.0,2.0,0.0,28.0,0
21099,McLean,France,Male,34.0,634.0,220605.32,"256329,94",1.0,1.0,1.0,25.0,0
2003,Onyekaozulu,Germany,Female,44.0,498.0,251405.34,"206351,48",1.0,2.0,1.0,7.0,0
30330,Chikwado,Germany,Female,52.0,734.0,152566.18,"87968,74",0.0,2.0,1.0,19.0,0
13311,Johnstone,Germany,Male,33.0,652.0,,"326875,46",1.0,1.0,0.0,22.0,0
26589,Pai,Germany,Male,50.0,,186605.3,"401874,32",1.0,1.0,1.0,22.0,0
27018,Padovano,France,Female,27.0,562.0,10000.0,"66274,06",1.0,2.0,0.0,10.0,0
15832,Mazzi,Spain,Female,39.0,763.0,10000.0,"48917,5",1.0,,0.0,22.0,0
28832,White,Spain,Male,35.0,667.0,205170.64,"124426,92",0.0,2.0,0.0,13.0,0
22339,Schneider,France,Female,26.0,597.0,309978.78,"94661,16",1.0,1.0,0.0,25.0,0
33257,Cheng,France,Female,44.0,568.0,10000.0,"134741,34",0.0,2.0,0.0,22.0,1
30421,Tseng,France,Male,31.0,658.0,210164.28,"109619,76",0.0,,1.0,16.0,0
29934,Rossi,France,Male,35.0,581.0,10000.0,"182767,64",0.0,2.0,1.0,,0
21057,Genovese,Spain,Male,40.0,830.0,10000.0,"173245,04",0.0,2.0,1.0,13.0,0
22747,Topp,France,,22.0,662.0,10000.0,"98755,3",1.0,2.0,1.0,28.0,0
21050,Ikenna,Germany,Female,36.0,612.0,271401.84,"165185,6",0.0,2.0,0.0,7.0,0
15887,Allan,France,Male,40.0,585.0,10000.0,"302313,96",0.0,2.0,0.0,22.0,0
13605,Bobrov,Germany,Female,23.0,656.0,337099.26,"52170,24",0.0,1.0,1.0,13.0,0
10912,Lin,France,Male,26.0,584.0,10000.0,"305201,08",1.0,2.0,0.0,13.0,0
19401,Robinson,Spain,Female,41.0,615.0,228026.46,"402999,92",1.0,1.0,0.0,28.0,0
9252,Upchurch,Germany,Female,35.0,597.0,272202.08,"395705,34",1.0,1.0,1.0,25.0,0
18854,Bogdanov,France,Male,40.0,632.0,396709.72,"308376,82",1.0,2.0,0.0,10.0,0
30933,DeRose,Spain,Female,24.0,523.0,354463.86,"320288,24",0.0,1.0,1.0,16.0,0
16675,Warren,France,Male,32.0,787.0,10000.0,"36477,86",1.0,2.0,1.0,13.0,0
7658,Hunter,Spain,Male,49.0,581.0,10000.0,"93247,18",0.0,2.0,0.0,31.0,0
20266,Hill,Spain,Male,48.0,676.0,273319.18,"38304,3",0.0,2.0,1.0,4.0,0
15247,Jamieson,Germany,Male,51.0,492.0,245617.48,"144622,24",1.0,2.0,1.0,25.0,0
24048,Hsia,Spain,Male,36.0,574.0,10000.0,"27119,32",,2.0,1.0,10.0,0
28542,Hunt,,Male,41.0,643.0,265683.04000000004,"354726,82",1.0,1.0,0.0,7.0,0
28080,Iloerika,France,,42.0,543.0,10000.0,"123300,94",1.0,1.0,1.0,22.0,0
32207,Ferguson,Germany,Female,20.0,613.0,244712.38,"237115,4",0.0,1.0,0.0,1.0,1
14230,Rogova,France,Male,92.0,753.0,,nan,0.0,1.0,1.0,10.0,0
30348,Shah,France,Male,41.0,577.0,10000.0,"345242,36",1.0,,1.0,19.0,0
16228,Ferrari,France,Female,38.0,810.0,316332.34,"196523,38",1.0,1.0,1.0,28.0,0
18038,Mai,France,Female,32.0,624.0,168737.74,nan,1.0,2.0,1.0,7.0,0
24927,Zotov,,Male,37.0,655.0,228186.82,"13551,04",1.0,2.0,0.0,19.0,0
3590,Smith,France,Female,,648.0,10000.0,"29102,98",0.0,2.0,1.0,7.0,0
3416,Beede,France,Male,35.0,418.0,10000.0,"187756,3",1.0,2.0,1.0,22.0,0
32510,Yen,Germany,Female,24.0,710.0,230814.88,"41664,86",0.0,,0.0,7.0,1
5336,Azubuike,Germany,Female,43.0,556.0,,"159709,94",1.0,1.0,1.0,13.0,0
6847,Chiu,Spain,Male,29.0,577.0,10000.0,"347848,82",1.0,1.0,1.0,7.0,0
14981,Iweobiegbunam,France,Female,30.0,709.0,10000.0,"332776,44",0.0,2.0,1.0,16.0,0
23469,Greco,Germany,Female,77.0,673.0,163021.04,"129191,32",0.0,2.0,1.0,31.0,0
33293,Barrett,Spain,Female,47.0,666.0,10000.0,"343301,8",0.0,1.0,0.0,16.0,1
17305,King,Spain,Male,41.0,731.0,10000.0,"212743,44",1.0,2.0,0.0,10.0,0
8973,Colombo,Germany,,39.0,638.0,255002.56,"200015,6",1.0,,1.0,1.0,0
1049,L?,France,Female,31.0,805.0,10000.0,"19596,24",1.0,2.0,0.0,13.0,0
1478,Cawthorne,Spain,Male,28.0,468.0,10000.0,"351322,04",1.0,2.0,0.0,10.0,0
16985,Hollis,France,Male,29.0,747.0,10000.0,"293412,86",1.0,2.0,1.0,22.0,0
25217,Tretiakov,Germany,Female,36.0,559.0,218713.88,"118368,12",0.0,2.0,1.0,4.0,0
28258,Kerr,France,,43.0,772.0,10000.0,"125351,76",1.0,2.0,1.0,19.0,0
28045,Blackburn,Spain,Male,49.0,645.0,10000.0,"30046,3",0.0,2.0,0.0,7.0,0
4336,Somadina,Spain,Male,40.0,567.0,247257.6,"193947,26",0.0,1.0,0.0,13.0,0
28569,Chinwendu,France,Male,31.0,704.0,10000.0,"376076,66",1.0,2.0,0.0,1.0,0
31521,Brownless,France,Male,38.0,711.0,10000.0,"116623,56",0.0,2.0,0.0,31.0,0
154,Ejikemeifeuwa,France,Male,,630.0,10000.0,"94991,62",1.0,2.0,1.0,25.0,0
5462,Romani,Spain,Female,37.0,750.0,237634.12,"186667,48",0.0,1.0,0.0,7.0,0
26496,Fan,Spain,Female,36.0,634.0,10000.0,"297921,44",1.0,1.0,1.0,4.0,0
25406,Chia,Germany,Female,44.0,545.0,265072.88,"226797,26",1.0,1.0,0.0,7.0,0
3963,Moss,France,Female,43.0,508.0,10000.0,"217453,42",1.0,1.0,0.0,28.0,0
15881,De Luca,Spain,Male,64.0,663.0,,"41753,04",0.0,2.0,1.0,19.0,0
12349,Long,,Female,31.0,619.0,,"133063,72",0.0,1.0,1.0,10.0,0
21601,Bryan,France,Male,34.0,613.0,,"99020,52",1.0,1.0,0.0,16.0,0
